EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TIMESTAMP
GDELT,27-June-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,SUDAN,,PARAMILITARY,,51,,,,,Sudan,,,,,13.5,23.5,,https://www.eurasiareview.com/27062023-cause-for-celebration-in-states-that-suffered-wagners-brutality-oped/,,Praise or endorse,,,
GDELT,27-June-2023,2023,,Political violence,Battles,Unspecified,Wagner Group,MALIAN,,CIVILIAN,,190,,,,,Sudan,,,,,13.5,23.5,,https://www.eurasiareview.com/27062023-cause-for-celebration-in-states-that-suffered-wagners-brutality-oped/,,Use conventional military force- not specified below,,,
GDELT,25-July-2023,2023,,Strategic developments,Strategic developments,Unspecified,Wagner Group,CAPE TOWN,,AFRICA,,70,,,,,South Africa,,,,,-33.9167,18.4167,,https://www.sent-trib.com/2023/07/24/russia-wants-allies-so-it-is-hosting-an-africa-summit-food-security-and-wagner-are-key-questions/,,Provide aid- not specified below,,,
GDELT,25-July-2023,2023,,Strategic developments,Strategic developments,Unspecified,Wagner Group,CAPE TOWN,,,,70,,,,,South Africa,,,,,-33.9167,18.4167,,https://www.sent-trib.com/2023/07/24/russia-wants-allies-so-it-is-hosting-an-africa-summit-food-security-and-wagner-are-key-questions/,,Provide aid- not specified below,,,
GDELT,25-July-2023,2023,,Strategic developments,Strategic developments,Unspecified,Wagner Group,AFRICA,,CAPE TOWN,,70,,,,,South Africa,,,,,-33.9167,18.4167,,https://www.sent-trib.com/2023/07/24/russia-wants-allies-so-it-is-hosting-an-africa-summit-food-security-and-wagner-are-key-questions/,,Provide aid- not specified below,,,
GDELT,25-July-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,AFRICA,,RUSSIA,,40,,,,,South Africa,,,,,-33.9167,18.4167,,https://www.sent-trib.com/2023/07/24/russia-wants-allies-so-it-is-hosting-an-africa-summit-food-security-and-wagner-are-key-questions/,,Consult- not specified below,,,
GDELT,25-July-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,AFRICA,,MOSCOW,,40,,,,,South Africa,,,,,-33.9167,18.4167,,https://www.sent-trib.com/2023/07/24/russia-wants-allies-so-it-is-hosting-an-africa-summit-food-security-and-wagner-are-key-questions/,,Consult- not specified below,,,
GDELT,25-July-2023,2023,,Strategic developments,Strategic developments,Unspecified,Wagner Group,AFRICA,,,,70,,,,,South Africa,,,,,-33.9167,18.4167,,https://www.sent-trib.com/2023/07/24/russia-wants-allies-so-it-is-hosting-an-africa-summit-food-security-and-wagner-are-key-questions/,,Provide aid- not specified below,,,
GDELT,18-July-2023,2023,,Strategic developments,Express Intention,Political change,Wagner Group,INTERNATIONAL CRIMINAL COURT,,AFRICA,,36,,,,,South Africa,,,,,-33.9167,18.4167,,https://www.sent-trib.com/2023/07/24/russia-wants-allies-so-it-is-hosting-an-africa-summit-food-security-and-wagner-are-key-questions/,,Express intent to meet or negotiate,,,
GDELT,18-July-2023,2023,,Strategic developments,Strategic developments,Arrests,Wagner Group,AFRICA,,INTERNATIONAL CRIMINAL COURT,,173,,,,,South Africa,,,,,-33.9167,18.4167,,https://www.sent-trib.com/2023/07/24/russia-wants-allies-so-it-is-hosting-an-africa-summit-food-security-and-wagner-are-key-questions/,,Arrest,,,
GDELT,18-July-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,AFRICA,,INTERNATIONAL CRIMINAL COURT,,40,,,,,South Africa,,,,,-33.9167,18.4167,,https://www.sent-trib.com/2023/07/24/russia-wants-allies-so-it-is-hosting-an-africa-summit-food-security-and-wagner-are-key-questions/,,Consult- not specified below,,,
GDELT,18-July-2023,2023,,Strategic developments,Express Intention,Political change,Wagner Group,AFRICA,,INTERNATIONAL CRIMINAL COURT,,36,,,,,South Africa,,,,,-33.9167,18.4167,,https://www.sent-trib.com/2023/07/24/russia-wants-allies-so-it-is-hosting-an-africa-summit-food-security-and-wagner-are-key-questions/,,Express intent to meet or negotiate,,,
GDELT,06-August-2023,2023,,Strategic developments,Appeal,Unspecified,Wagner Group,LEGISLATOR,,ECOWAS,,20,,,,,Nigeria,,,,,10.0,8.0,,https://www.santafenewmexican.com/ap/international/niger-s-junta-asks-for-help-from-russian-group-wagner-as-it-faces-military-intervention/article_a1ea4dba-1dfa-5632-8c74-0eb94ab194ce.html,,Make an appeal or request- not specified below,,,
GDELT,06-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,LEGISLATOR,,ECOWAS,,10,,,,,Nigeria,,,,,10.0,8.0,,https://www.santafenewmexican.com/ap/international/niger-s-junta-asks-for-help-from-russian-group-wagner-as-it-faces-military-intervention/article_a1ea4dba-1dfa-5632-8c74-0eb94ab194ce.html,,Make statement- not specified below,,,
GDELT,06-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,LEGISLATOR,,ECOWAS,,10,,,,,Nigeria,,,,,10.0,8.0,,https://www.santafenewmexican.com/ap/international/niger-s-junta-asks-for-help-from-russian-group-wagner-as-it-faces-military-intervention/article_a1ea4dba-1dfa-5632-8c74-0eb94ab194ce.html,,Make statement- not specified below,,,
GDELT,06-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,LEGISLATOR,,PRESIDENT,,14,,,,,Nigeria,,,,,10.0,8.0,,https://www.santafenewmexican.com/ap/international/niger-s-junta-asks-for-help-from-russian-group-wagner-as-it-faces-military-intervention/article_a1ea4dba-1dfa-5632-8c74-0eb94ab194ce.html,,Consider policy option,,,
GDELT,06-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,ECOWAS,,NIGER,,50,,,,,Nigeria,,,,,10.0,8.0,,https://www.santafenewmexican.com/ap/international/niger-s-junta-asks-for-help-from-russian-group-wagner-as-it-faces-military-intervention/article_a1ea4dba-1dfa-5632-8c74-0eb94ab194ce.html,,Engage in diplomatic cooperation- not specified below,,,
GDELT,28-August-2023,2023,,Political violence,Battles,Armed clash,Wagner Group,RUSSIA,,RUSSIA,,193,,,,,Niger,,,,,16.0,8.0,,https://www.breitbart.com:443/europe/2023/08/27/wagner-warlord-prigozhin-confirmed-dead-in-crash-with-genetic-testing/,,Fight with small arms and light weapons,,,
GDELT,28-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,LONDON,,RUSSIAN,,112,,,,,Niger,,,,,16.0,8.0,,https://www.breitbart.com:443/europe/2023/08/27/wagner-warlord-prigozhin-confirmed-dead-in-crash-with-genetic-testing/,,Accuse- not specified below,,,
GDELT,28-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,LONDON,,RUSSIAN,,112,,,,,Niger,,,,,16.0,8.0,,https://www.breitbart.com:443/europe/2023/08/27/wagner-warlord-prigozhin-confirmed-dead-in-crash-with-genetic-testing/,,Accuse- not specified below,,,
GDELT,21-July-2023,2023,,Strategic developments,Strategic developments,Arrests,Wagner Group,FRANCE,,NIGER,,173,,,,,Niger,,,,,13.5167,2.11667,,https://www.newyorkstatesman.com/news/273937365/niger-wont-work-with-wagner-group-pm,,Arrest,,,
GDELT,21-July-2023,2023,,Strategic developments,Strategic developments,Arrests,Wagner Group,FRANCE,,PRESIDENT,,173,,,,,Niger,,,,,13.5167,2.11667,,https://www.newyorkstatesman.com/news/273937365/niger-wont-work-with-wagner-group-pm,,Arrest,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Unspecified,Wagner Group,THE INTERNATIONAL COMMUNITY,,CIVILIAN,,70,,,,,Mali,,,,,17.0,-4.0,,https://www.thesundaily.my/world/after-wagner-chief-s-death-russia-vows-to-keep-helping-mali-LG11422900,,Provide aid- not specified below,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,RUSSIA,,THE UN,,13,,,,,Mali,,,,,17.0,-4.0,,https://www.thesundaily.my/world/after-wagner-chief-s-death-russia-vows-to-keep-helping-mali-LG11422900,,Make optimistic comment,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MALI,,MALI,,43,,,,,Mali,,,,,16.4145,-3.67075,,https://apnews.com/article/mali-un-peacekeeping-troops-withdrawal-wagner-7ca9a579f3aafc75c834da1a3bf00047,,Host a visit,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MALI,,MALI,,12,,,,,Mali,,,,,16.4145,-3.67075,,https://apnews.com/article/mali-un-peacekeeping-troops-withdrawal-wagner-7ca9a579f3aafc75c834da1a3bf00047,,Make pessimistic comment,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MALI,,MALI,,42,,,,,Mali,,,,,16.4145,-3.67075,,https://apnews.com/article/mali-un-peacekeeping-troops-withdrawal-wagner-7ca9a579f3aafc75c834da1a3bf00047,,Make a visit,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MALI,,GOVERNMENT,,51,,,,,Mali,,,,,12.65,-8.0,,https://apnews.com/article/mali-un-peacekeeping-troops-withdrawal-wagner-7ca9a579f3aafc75c834da1a3bf00047,,Praise or endorse,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MALI,,AMBASSADOR,,42,,,,,Mali,,,,,16.4145,-3.67075,,https://apnews.com/article/mali-un-peacekeeping-troops-withdrawal-wagner-7ca9a579f3aafc75c834da1a3bf00047,,Make a visit,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MALI,,AMBASSADOR,,42,,,,,Mali,,,,,16.4145,-3.67075,,https://apnews.com/article/mali-un-peacekeeping-troops-withdrawal-wagner-7ca9a579f3aafc75c834da1a3bf00047,,Make a visit,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,AMBASSADOR,,MALI,,43,,,,,Mali,,,,,16.4145,-3.67075,,https://apnews.com/article/mali-un-peacekeeping-troops-withdrawal-wagner-7ca9a579f3aafc75c834da1a3bf00047,,Host a visit,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,AMBASSADOR,,MALI,,43,,,,,Mali,,,,,16.4145,-3.67075,,https://apnews.com/article/mali-un-peacekeeping-troops-withdrawal-wagner-7ca9a579f3aafc75c834da1a3bf00047,,Host a visit,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,AMBASSADOR,,MALI,,12,,,,,Mali,,,,,16.4145,-3.67075,,https://apnews.com/article/mali-un-peacekeeping-troops-withdrawal-wagner-7ca9a579f3aafc75c834da1a3bf00047,,Make pessimistic comment,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,AMBASSADOR,,MALI,,12,,,,,Mali,,,,,16.4145,-3.67075,,https://apnews.com/article/mali-un-peacekeeping-troops-withdrawal-wagner-7ca9a579f3aafc75c834da1a3bf00047,,Make pessimistic comment,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,POLICE,,SPECIAL ENVOY,,84,,,,,Mali,,,,,20.1986,1.01139,,https://apnews.com/article/mali-un-peacekeeping-troops-withdrawal-wagner-7ca9a579f3aafc75c834da1a3bf00047,,Return,,,
GDELT,29-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,,,GOVERNMENT,,841,,,,,Mali,,,,,12.65,-8.0,,https://apnews.com/article/mali-un-peacekeeping-troops-withdrawal-wagner-7ca9a579f3aafc75c834da1a3bf00047,,Return,,,
GDELT,26-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,RUSSIAN,,MALI,,40,,,,,Mali,,,,,12.65,-8.0,,https://www.adn.com/nation-world/2023/08/25/before-prigozhin-plane-crash-russia-was-preparing-for-life-after-wagner/,,Consult- not specified below,,,
GDELT,26-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,RUSSIA,,,,10,,,,,Mali,,,,,12.65,-8.0,,https://www.adn.com/nation-world/2023/08/25/before-prigozhin-plane-crash-russia-was-preparing-for-life-after-wagner/,,Make statement- not specified below,,,
GDELT,26-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MALI,,RUSSIAN,,125,,,,,Mali,,,,,12.65,-8.0,,https://www.adn.com/nation-world/2023/08/25/before-prigozhin-plane-crash-russia-was-preparing-for-life-after-wagner/,,Reject proposal to meet,,,
GDELT,26-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MALI,,RUSSIAN,,40,,,,,Mali,,,,,12.65,-8.0,,https://www.adn.com/nation-world/2023/08/25/before-prigozhin-plane-crash-russia-was-preparing-for-life-after-wagner/,,Consult- not specified below,,,
GDELT,20-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MILITARY,,REPRESENTATIVES,,40,,,,,Mali,,,,,17.0,-4.0,,https://www.newyorkstatesman.com/news/273937365/niger-wont-work-with-wagner-group-pm,,Consult- not specified below,,,
GDELT,20-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,REPRESENTATIVES,,MILITARY,,40,,,,,Mali,,,,,17.0,-4.0,,https://www.newyorkstatesman.com/news/273937365/niger-wont-work-with-wagner-group-pm,,Consult- not specified below,,,
GDELT,20-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,FRANCE,,,,110,,,,,Mali,,,,,17.0,-4.0,,https://www.newyorkstatesman.com/news/273937365/niger-wont-work-with-wagner-group-pm,,Disapprove- not specified below,,,
GDELT,13-August-2023,2023,,Political violence,Battles,Unspecified,Wagner Group,TUAREG,,RUSSIAN,,190,,,,,Mali,,,,,12.65,-8.0,,https://www.citizen.co.za/news/news-world/news-africa/tuareg-ex-rebels-say-forces-attacked-by-mali-army-wagner/,,Use conventional military force- not specified below,,,
GDELT,13-August-2023,2023,,Political violence,Battles,Unspecified,Wagner Group,TUAREG,,RUSSIAN,,190,,,,,Mali,,,,,12.65,-8.0,,https://www.citizen.co.za/news/news-world/news-africa/tuareg-ex-rebels-say-forces-attacked-by-mali-army-wagner/,,Use conventional military force- not specified below,,,
GDELT,13-August-2023,2023,,Political violence,Battles,Unspecified,Wagner Group,TUAREG,,ARMY,,190,,,,,Mali,,,,,12.65,-8.0,,https://www.citizen.co.za/news/news-world/news-africa/tuareg-ex-rebels-say-forces-attacked-by-mali-army-wagner/,,Use conventional military force- not specified below,,,
GDELT,13-August-2023,2023,,Political violence,Battles,Unspecified,Wagner Group,TUAREG,,MALI,,190,,,,,Mali,,,,,12.65,-8.0,,https://www.citizen.co.za/news/news-world/news-africa/tuareg-ex-rebels-say-forces-attacked-by-mali-army-wagner/,,Use conventional military force- not specified below,,,
GDELT,13-August-2023,2023,,Political violence,Battles,Unspecified,Wagner Group,MALI,,MALIAN,,190,,,,,Mali,,,,,12.65,-8.0,,https://www.citizen.co.za/news/news-world/news-africa/tuareg-ex-rebels-say-forces-attacked-by-mali-army-wagner/,,Use conventional military force- not specified below,,,
GDELT,13-August-2023,2023,,Political violence,Battles,Unspecified,Wagner Group,MALIAN,,,,190,,,,,Mali,,,,,12.65,-8.0,,https://www.citizen.co.za/news/news-world/news-africa/tuareg-ex-rebels-say-forces-attacked-by-mali-army-wagner/,,Use conventional military force- not specified below,,,
GDELT,13-August-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MALI,,TERRORIST,,112,,,,,Mali,,,,,12.65,-8.0,,https://www.citizen.co.za/news/news-world/news-africa/tuareg-ex-rebels-say-forces-attacked-by-mali-army-wagner/,,Accuse- not specified below,,,
GDELT,13-August-2023,2023,,Political violence,Battles,Unspecified,Wagner Group,MALI,,MALI,,190,,,,,Mali,,,,,12.65,-8.0,,https://www.citizen.co.za/news/news-world/news-africa/tuareg-ex-rebels-say-forces-attacked-by-mali-army-wagner/,,Use conventional military force- not specified below,,,
GDELT,13-August-2023,2023,,Political violence,Battles,Unspecified,Wagner Group,MALIAN,,,,190,,,,,Mali,,,,,12.65,-8.0,,https://www.citizen.co.za/news/news-world/news-africa/tuareg-ex-rebels-say-forces-attacked-by-mali-army-wagner/,,Use conventional military force- not specified below,,,
GDELT,13-August-2023,2023,,Political violence,Battles,Unspecified,Wagner Group,,,MALIAN,,190,,,,,Mali,,,,,12.65,-8.0,,https://www.citizen.co.za/news/news-world/news-africa/tuareg-ex-rebels-say-forces-attacked-by-mali-army-wagner/,,Use conventional military force- not specified below,,,
GDELT,13-August-2023,2023,,Political violence,Battles,Unspecified,Wagner Group,,,MALIAN,,190,,,,,Mali,,,,,12.65,-8.0,,https://www.citizen.co.za/news/news-world/news-africa/tuareg-ex-rebels-say-forces-attacked-by-mali-army-wagner/,,Use conventional military force- not specified below,,,
GDELT,06-August-2023,2023,,Strategic developments,Appeal,Political change,Wagner Group,MALIAN,,FRANCE,,26,,,,,Mali,,,,,17.0,-4.0,,https://www.santafenewmexican.com/ap/international/niger-s-junta-asks-for-help-from-russian-group-wagner-as-it-faces-military-intervention/article_a1ea4dba-1dfa-5632-8c74-0eb94ab194ce.html,,Appeal to others to meet or negotiate,,,
GDELT,06-August-2023,2023,,Strategic developments,Appeal,Political change,Wagner Group,MALIAN,,FRANCE,,26,,,,,Mali,,,,,17.0,-4.0,,https://www.santafenewmexican.com/ap/international/niger-s-junta-asks-for-help-from-russian-group-wagner-as-it-faces-military-intervention/article_a1ea4dba-1dfa-5632-8c74-0eb94ab194ce.html,,Appeal to others to meet or negotiate,,,
GDELT,25-July-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,RUSSIA,,MALI,,43,,,,,Mali,,,,,17.0,-4.0,,https://www.foxbusiness.com/politics/us-treasury-sanctions-malis-defense-minister-other-officials-over-links-russian-mercenary-group-wagner,,Host a visit,,,
GDELT,25-July-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,RUSSIA,,MALI,,43,,,,,Mali,,,,,17.0,-4.0,,https://www.foxbusiness.com/politics/us-treasury-sanctions-malis-defense-minister-other-officials-over-links-russian-mercenary-group-wagner,,Host a visit,,,
GDELT,25-July-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MALI,,RUSSIA,,42,,,,,Mali,,,,,17.0,-4.0,,https://www.foxbusiness.com/politics/us-treasury-sanctions-malis-defense-minister-other-officials-over-links-russian-mercenary-group-wagner,,Make a visit,,,
GDELT,25-July-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MALI,,RUSSIA,,42,,,,,Mali,,,,,17.0,-4.0,,https://www.foxbusiness.com/politics/us-treasury-sanctions-malis-defense-minister-other-officials-over-links-russian-mercenary-group-wagner,,Make a visit,,,
GDELT,28-June-2023,2023,,Strategic developments,Appeal,Unspecified,Wagner Group,MALI,,,,20,,,,,Mali,,,,,17.0,-4.0,,https://www.economist.com/middle-east-and-africa/2023/06/27/what-next-for-wagners-african-empire,,Make an appeal or request- not specified below,,,
GDELT,28-June-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,MILITARY LED,,,,10,,,,,Mali,,,,,17.0,-4.0,,https://www.economist.com/middle-east-and-africa/2023/06/27/what-next-for-wagners-african-empire,,Make statement- not specified below,,,
GDELT,27-June-2023,2023,,Political violence,Battles,Unspecified,Wagner Group,MALIAN,,CIVILIAN,,190,,,,,Mali,,,,,17.0,-4.0,,https://www.eurasiareview.com/27062023-cause-for-celebration-in-states-that-suffered-wagners-brutality-oped/,,Use conventional military force- not specified below,,,
GDELT,26-May-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,UKRAINIAN,,DEFENCE MINIST,,80,,,,,Mali,,,,,17.0,-4.0,,https://www.msn.com/he-il/news/other/wrapup-3-russian-wagner-mercenaries-handing-bakhmut-to-regular-army/ar-AA1bHygW,,Yield- not specified below,,,
GDELT,26-May-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,UKRAINIAN,,DEFENCE MINIST,,80,,,,,Mali,,,,,17.0,-4.0,,https://www.msn.com/he-il/news/other/wrapup-3-russian-wagner-mercenaries-handing-bakhmut-to-regular-army/ar-AA1bHygW,,Yield- not specified below,,,
GDELT,26-May-2023,2023,,Strategic developments,Strategic developments,Change to group/activity,Wagner Group,,,MALI,,163,,,,,Mali,,,,,17.0,-4.0,,https://www.msn.com/he-il/news/other/wrapup-3-russian-wagner-mercenaries-handing-bakhmut-to-regular-army/ar-AA1bHygW,,Impose embargo,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,WALL STREET JOURNAL,,SUDAN,,42,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Make a visit,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,WALL STREET JOURNAL,,SUDAN,,42,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Make a visit,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,WALL STREET JOURNAL,,LIBYA,,42,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Make a visit,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,WALL STREET JOURNAL,,CENTRAL AFRICAN REPUBLIC,,42,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Make a visit,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,WALL STREET JOURNAL,,CENTRAL AFRICAN REPUBLIC,,42,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Make a visit,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,SUDAN,,WALL STREET JOURNAL,,43,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Host a visit,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,SUDAN,,WALL STREET JOURNAL,,43,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Host a visit,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,RUSSIA,,COMMANDER,,40,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Consult- not specified below,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,COMMANDER,,RUSSIA,,40,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Consult- not specified below,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,LIBYA,,WALL STREET JOURNAL,,43,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Host a visit,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Change to group/activity,Wagner Group,LIBYA,,ARMY,,154,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Mobilize or increase armed forces,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Change to group/activity,Wagner Group,LIBYA,,ARMY,,154,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Mobilize or increase armed forces,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Change to group/activity,Wagner Group,LIBYA,,,,154,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Mobilize or increase armed forces,,,
GDELT,19-September-2023,2023,,Strategic developments,Strategic developments,Other,Wagner Group,CENTRAL AFRICAN REPUBLIC,,WALL STREET JOURNAL,,43,,,,,Libya,,,,,25.0,17.0,,https://themedialine.org/news/future-of-paramilitary-wagner-group-unclear-after-leaders-death/,,Host a visit,,,
